,chain,project,action,usd_value_out,usd_value_out_pct_share,usd_value_net,usd_value_net_pct_share,address,style,granularity
2562,Arbitrum,uniswap_v3,uniswap_v3 - Pair | exactInputSingle,232411391.9433081,0.09523726808731392,1974534.558574618,0.0012486652260866424,4.0,Dollar-Weighted,action
2561,Arbitrum,uniswap_v3,uniswap_v3 - Pair | exactInput,139155315.962,0.057022902454285054,18057173.791443527,0.011419078433884273,1.0,Dollar-Weighted,action
1927,Arbitrum,celer_network,celer_network - Bridge | addLiquidity,134318761.67067668,0.055040984899340215,134318761.67067668,0.0849411149482574,14.0,Dollar-Weighted,action
2563,Arbitrum,uniswap_v3,uniswap_v3 - Pair | exactOutput,120665793.46224885,0.04944628757154834,0.0,0.0,1.0,Dollar-Weighted,action
2015,Arbitrum,gmx,gmx - PositionRouter | 0xf2ae372f,97577842.17926796,0.03998533392578017,97577842.17926796,0.0617067236613868,36.0,Dollar-Weighted,action
536,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | swap,80198290.20862915,0.03286356146692893,42371871.49442891,0.02679531855724966,78.0,Dollar-Weighted,action
343,Arbitrum,0x3405a1bd46b85c5c029483fbecf2f3e611026e45,0x3405a1bd46b85c5c029483fbecf2f3e611026e45 - 0 | anySwapOutUnderlying,74671496.328721,0.03059879834149431,74671496.328721,0.04722110354596093,65.0,Dollar-Weighted,action
2568,Arbitrum,uniswap_v3,uniswap_v3 - Pair | multicall,69607560.04400752,0.028523704459512935,22718493.14172553,0.014366824957289557,131.0,Dollar-Weighted,action
2020,Arbitrum,gmx,gmx - Vault | 0x364e2311,55602366.88282051,0.02278467280295825,55602366.88282051,0.035162079951038636,58.0,Dollar-Weighted,action
1891,Arbitrum,OTHER,OTHER - OTHER | OTHER,55443847.78659593,0.022719715033298744,4347948.19304338,0.0027495754328041313,321.0,Dollar-Weighted,action
41,Arbitrum,0x05e481b19129b560e921e487adb281e70bdba463,0x05e481b19129b560e921e487adb281e70bdba463 - 0 | anySwapOutUnderlying,54624017.57090605,0.0223837659673563,54624017.57090605,0.034543386923130706,35.0,Dollar-Weighted,action
1850,Arbitrum,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xf89d7b9c864f589bbf53a82105107622b35eaa40 - 0 | transfer,41330378.64911736,0.016936314173946934,24256530.649117358,0.015339456174888261,26.0,Dollar-Weighted,action
2026,Arbitrum,gmx,gmx - Vault | swap,36486875.50388834,0.014951549125784216,36459215.23706077,0.023056245857651637,60.0,Dollar-Weighted,action
1898,Arbitrum,across_v2,across_v2 - Arbitrum_SpokePool | deposit,34226139.45599389,0.014025147354908469,34226139.45599389,0.021644083146735424,27.0,Dollar-Weighted,action
2034,Arbitrum,gmx,gmx - sGMX | 0xf3daeacc,33928955.37943612,0.013903367611954572,33928955.37943612,0.021456148516504268,61.0,Dollar-Weighted,action
1087,Arbitrum,0xb38e8c17e38363af6ebdcb3dae12e0243582891d,0xb38e8c17e38363af6ebdcb3dae12e0243582891d - 0 | transfer,33731691.51866237,0.013822533058039802,33731691.51866237,0.02133140189090477,33.0,Dollar-Weighted,action
2554,Arbitrum,uniswap_v3,uniswap_v3 - Pair | 0x45710074,29305507.66,0.012008776618536204,3708946.7127366588,0.002345480744052327,1.0,Dollar-Weighted,action
1077,Arbitrum,0xb1feccccaad6429899a9401dcb19f58a19d1afe6,0xb1feccccaad6429899a9401dcb19f58a19d1afe6 - 0 | transfer,29194548.897281803,0.011963308066658131,29194548.897281803,0.018462182817219255,1.0,Dollar-Weighted,action
805,Arbitrum,0x8537307810fc40f4073a12a38554d4ff78efff41,0x8537307810fc40f4073a12a38554d4ff78efff41 - 0 | outboundTransferTo,26357076.79976929,0.010800572072602425,26357076.79976929,0.01666780918989076,15.0,Dollar-Weighted,action
2559,Arbitrum,uniswap_v3,uniswap_v3 - Pair | buy,24881789.43026386,0.01019603054156728,0.0,0.0,1.0,Dollar-Weighted,action
1821,Arbitrum,0xf4037f59c92c9893c43c2372286699430310cfe7,0xf4037f59c92c9893c43c2372286699430310cfe7 - 0 | 0x14a59183,24415339.829446845,0.010004889370255564,23011.3478962332,1.4552021790973665e-05,1.0,Dollar-Weighted,action
1929,Arbitrum,celer_network,celer_network - Bridge | send,24256666.855922353,0.009939868544936253,24256666.855922353,0.015339542309972712,26.0,Dollar-Weighted,action
2058,Arbitrum,kyber,kyber - Elastic_Pool | multicall,23491355.171266817,0.009626260018811715,23491355.171266817,0.014855570994506349,12.0,Dollar-Weighted,action
2566,Arbitrum,uniswap_v3,uniswap_v3 - Pair | mint,22480084.009527504,0.009211862506132866,22480084.009527504,0.014216058696114534,27.0,Dollar-Weighted,action
785,Arbitrum,0x805ba50001779ced4f59cff63aea527d12b94829,0x805ba50001779ced4f59cff63aea527d12b94829 - 0 | deposit,22333828.32179593,0.009151930021647835,22333828.32179593,0.01412356885308052,19.0,Dollar-Weighted,action
1069,Arbitrum,0xb0cabfe930642ad3e7decdc741884d8c3f7ebc70,0xb0cabfe930642ad3e7decdc741884d8c3f7ebc70 - 0 | stake,21648158.50807925,0.008870957048153305,21648158.50807925,0.013689961829467127,15.0,Dollar-Weighted,action
2021,Arbitrum,gmx,gmx - Vault | 0x6023e966,21294022.399202503,0.008725839568074188,998502.9051850919,0.0006314378497133785,19.0,Dollar-Weighted,action
2153,Arbitrum,swapfish,swapfish - UniswapV2Pair_DAI_USDC | addLiquidity,19908579.484689355,0.008158114392617455,19908579.484689355,0.012589878863026286,14.0,Dollar-Weighted,action
2166,Arbitrum,swapfish,swapfish - UniswapV2Pair_USDT_USDC | addLiquidity,18873984.238222055,0.007734159163806202,18873984.238222055,0.011935616772890558,12.0,Dollar-Weighted,action
2033,Arbitrum,gmx,gmx - sGMX | 0x655603a4,18418019.65021717,0.007547314528768969,0.0,0.0,11.0,Dollar-Weighted,action
634,Arbitrum,0x62383739d68dd0f844103db8dfb05a7eded5bbe6,0x62383739d68dd0f844103db8dfb05a7eded5bbe6 - 0 | transfer,17019843.135341767,0.006974371393464069,17019843.135341767,0.010763086512850007,43.0,Dollar-Weighted,action
839,Arbitrum,0x892785f33cdee22a30aef750f285e18c18040c3e,0x892785f33cdee22a30aef750f285e18c18040c3e - 0 | swap,16498065.521001749,0.00676055797354797,16498065.521001749,0.010433122390445812,30.0,Dollar-Weighted,action
1982,Arbitrum,dopex,dopex - EthWeeklyCallsSsovV3 | deposit,15624939.790214892,0.00640276953382655,15624939.790214892,0.009880971133684796,5.0,Dollar-Weighted,action
1895,Arbitrum,aave_v3,aave_v3 - AToken | repay,13650773.94222835,0.005593798163957659,13650773.94222835,0.008632539074492003,15.0,Dollar-Weighted,action
2006,Arbitrum,gmx,gmx - GlpWethArbitrumRewardsDistributor | transfer,12133188.34,0.004971923712639349,12133188.34,0.007672841326542616,1.0,Dollar-Weighted,action
639,Arbitrum,0x63dfe4e34a3bfc00eb0220786238a7c6cef8ffc4,0x63dfe4e34a3bfc00eb0220786238a7c6cef8ffc4 - 0 | transfer,12085293.4818286,0.00495229741373234,12085293.4818286,0.007642553356323371,3.0,Dollar-Weighted,action
894,Arbitrum,0x9216253925d1a22cb375ecef4f33cf93a1d1ff4d,0x9216253925d1a22cb375ecef4f33cf93a1d1ff4d - 0 | outboundTransferTo,11744595.467080934,0.00481268658013235,11744595.467080934,0.007427101182156682,9.0,Dollar-Weighted,action
409,Arbitrum,0x3fd71bf9a4337c5e05eb91f2525ba8a1b0f471ba,0x3fd71bf9a4337c5e05eb91f2525ba8a1b0f471ba - 0 | 0x14a59183,11619604.517650912,0.004761467935212146,3951.8608539197594,2.4990959034846337e-06,1.0,Dollar-Weighted,action
1892,Arbitrum,aave_v3,aave_v3 - AToken | 0x680dd47c,11396313.063191097,0.0046699678244293535,11396313.063191097,0.007206852757176448,16.0,Dollar-Weighted,action
690,Arbitrum,0x6f15ee9258acdebf356db7ab607bb255a00c6fdf,0x6f15ee9258acdebf356db7ab607bb255a00c6fdf - 0 | transfer,10819011.60673592,0.004433401909497654,10819011.60673592,0.006841776212674171,3.0,Dollar-Weighted,action
1790,Arbitrum,0xef47ccc71ec8941b67dc679d1a5f78facfd0ec3c,0xef47ccc71ec8941b67dc679d1a5f78facfd0ec3c - 0 | deposit,9973096.19427739,0.0040867636821634475,9973096.19427739,0.006306832341896743,8.0,Dollar-Weighted,action
72,Arbitrum,0x09abdd968e3d62cb655c7e54820a8f1ebf1478af,0x09abdd968e3d62cb655c7e54820a8f1ebf1478af - 0 | transfer,9103724.218100453,0.0037305134516112492,9103724.218100453,0.0057570549017034395,1.0,Dollar-Weighted,action
822,Arbitrum,0x86ae21102003573df5d0de12182b4f59c54af6a1,0x86ae21102003573df5d0de12182b4f59c54af6a1 - 0 | transfer,8908799.133151038,0.0036506372785155765,8908799.133151038,0.00563378728189332,1.0,Dollar-Weighted,action
1,Arbitrum,0x000000d4728ded3cc178ffa58355e6b57b931ee2,0x000000d4728ded3cc178ffa58355e6b57b931ee2 - 0 | 0xed5b0df3,8893668.583378427,0.0036444370995443406,8575388.139141053,0.005422943307343802,1.0,Dollar-Weighted,action
500,Arbitrum,0x4fdc025f10e75fb8673258c007c3b762bc0eddb0,0x4fdc025f10e75fb8673258c007c3b762bc0eddb0 - 0 | 0x14a59183,8893092.700826142,0.0036442011150662986,0.0,0.0,1.0,Dollar-Weighted,action
2564,Arbitrum,uniswap_v3,uniswap_v3 - Pair | exactOutputSingle,8854197.021020047,0.003628262488933742,0.0,0.0,2.0,Dollar-Weighted,action
847,Arbitrum,0x8a6fe33a72637b93aa8d8a4edd9389270c5c342e,0x8a6fe33a72637b93aa8d8a4edd9389270c5c342e - 0 | transfer,8829412.374171194,0.0036181062653654525,8829412.374171194,0.0055835843189118006,1.0,Dollar-Weighted,action
2049,Arbitrum,hop_protocol,hop_protocol - Swap | addLiquidity,8662596.64492945,0.0035497487111417246,8662596.64492945,0.005478092622469264,14.0,Dollar-Weighted,action
2141,Arbitrum,sushi,sushi - Pair | addLiquidityETH,8587185.398649957,0.0035188467789314896,8587185.398649957,0.005430403712454424,14.0,Dollar-Weighted,action
2042,Arbitrum,gnosis_safe,gnosis_safe - GnosisSafeProxy | transfer,8478395.08075978,0.0034742668098362646,8478395.08075978,0.0053616063919444,9.0,Dollar-Weighted,action
544,Arbitrum,0x5293c6ca56b8941040b8d18f557dfa82cf520216,0x5293c6ca56b8941040b8d18f557dfa82cf520216 - 0 | repay,8158460.789771274,0.003343164510648497,8158460.789771274,0.005159284876701629,5.0,Dollar-Weighted,action
1899,Arbitrum,across_v2,across_v2 - Arbitrum_SpokePool | multicall,7921979.99987857,0.0032462596894338603,0.0,0.0,1.0,Dollar-Weighted,action
786,Arbitrum,0x805ba50001779ced4f59cff63aea527d12b94829,0x805ba50001779ced4f59cff63aea527d12b94829 - 0 | repay,7836369.559394705,0.0032111783433635965,7836369.559394705,0.004955599346229571,9.0,Dollar-Weighted,action
2569,Arbitrum,uniswap_v3,uniswap_v3 - Pair | uniswapV3Swap,7693229.9969996605,0.003152522781070665,2402627.3096407466,0.001519384484696083,24.0,Dollar-Weighted,action
1791,Arbitrum,0xef47ccc71ec8941b67dc679d1a5f78facfd0ec3c,0xef47ccc71ec8941b67dc679d1a5f78facfd0ec3c - 0 | repay,7380351.852428677,0.0030243119413006564,7380351.852428677,0.004667220775849269,9.0,Dollar-Weighted,action
956,Arbitrum,0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5 - 0 | transfer,7267037.87663314,0.002977878272965193,7267037.87663314,0.004595562763792164,7.0,Dollar-Weighted,action
1279,Arbitrum,0xd61b6c14ed46edc4f96c1eafa21a07848be6ea01,0xd61b6c14ed46edc4f96c1eafa21a07848be6ea01 - 0 | transfer,7247684.137717999,0.002969947520491567,7247684.137717999,0.004583323757554896,2.0,Dollar-Weighted,action
2012,Arbitrum,gmx,gmx - OrderBook | 0xb142a4b0,6224277.809026716,0.002550577273306781,6224277.809026716,0.003936137366592821,11.0,Dollar-Weighted,action
1146,Arbitrum,0xbe1184d9ca250cd607df4eb95c42f290f0ee9b6d,0xbe1184d9ca250cd607df4eb95c42f290f0ee9b6d - 0 | 0x14a59183,6223792.177927285,0.0025503782719634247,0.0,0.0,1.0,Dollar-Weighted,action
2144,Arbitrum,sushi,sushi - Pair | swap,5908871.429215071,0.002421330416259868,5908871.429215071,0.0037366792326004833,13.0,Dollar-Weighted,action
1998,Arbitrum,gains_network,gains_network - GToken | deposit,5720693.768688846,0.002344219194844563,5720693.768688846,0.0036176785800137515,16.0,Dollar-Weighted,action
2148,Arbitrum,sushi,sushi - Pair | swapExactTokensForTokens,5701243.2794279875,0.0023362487961275428,3431686.273667557,0.002170145515133862,14.0,Dollar-Weighted,action
725,Arbitrum,0x756a7d4a44f0d53cd9dfda8093ec4a9d0afee608,0x756a7d4a44f0d53cd9dfda8093ec4a9d0afee608 - 0 | 0x14a59183,5698090.323719506,0.002334956781628747,0.0,0.0,1.0,Dollar-Weighted,action
900,Arbitrum,0x92e4e55f7b80f11e8fb10ea665772f557bca058b,0x92e4e55f7b80f11e8fb10ea665772f557bca058b - 0 | transfer,5674431.2460807,0.0023252617924935538,5674431.2460807,0.0035884228736494427,2.0,Dollar-Weighted,action
2007,Arbitrum,gmx,gmx - GmxWethArbitrumRewardsDistributor | transfer,5600408.84,0.0022949289775939497,5600408.84,0.003541612244773462,1.0,Dollar-Weighted,action
1903,Arbitrum,balancer_v2,balancer_v2 - Vault | joinPool,5477873.29308594,0.002244716504641993,5477873.29308594,0.003464122653250918,6.0,Dollar-Weighted,action
1021,Arbitrum,0xa8bad6ce1937f8e047bca239cff1f2224b899b23,0xa8bad6ce1937f8e047bca239cff1f2224b899b23 - 0 | mint,5258173.069850752,0.0021546880043858776,5258173.069850752,0.0033251876177885415,1.0,Dollar-Weighted,action
2186,Arbitrum,trader_joe,trader_joe - LBPair_GMX_WETH | 0xea8f43d8,5224813.459318146,0.002141017942238678,5224813.459318146,0.0033040915141792286,3.0,Dollar-Weighted,action
812,Arbitrum,0x85710698eb1fb588af3996a268e73938795bf558,0x85710698eb1fb588af3996a268e73938795bf558 - 0 | addLiquidity,5162040.059773559,0.002115294732067301,5162040.059773559,0.0032643945836827817,12.0,Dollar-Weighted,action
0,Arbitrum,0x0000000000be6d8381e3a01c19e3b3c2b6d9c7cd,0x0000000000be6d8381e3a01c19e3b3c2b6d9c7cd - 0 | 0xed5b0df3,5133466.866544,0.00210358604239869,4437652.404344,0.002806302993635212,1.0,Dollar-Weighted,action
2125,Arbitrum,radiant_capital,radiant_capital - Leverager | 0xb5f29360,5095864.487849404,0.0020881773836814296,5095864.487849404,0.003222546171803003,7.0,Dollar-Weighted,action
522,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | 0x76149b98,5022582.207939712,0.0020581478568176543,356043.3798162971,0.00022515634655485728,5.0,Dollar-Weighted,action
1896,Arbitrum,aave_v3,aave_v3 - AToken | supply,4929423.483449463,0.002019973383764654,4929423.483449463,0.0031172914455756895,10.0,Dollar-Weighted,action
1119,Arbitrum,0xb89bd5c942914289fdf4356e1be25f9a8824343f,0xb89bd5c942914289fdf4356e1be25f9a8824343f - 0 | transfer,4870044.924748001,0.0019956413074993526,4870044.924748001,0.0030797413601119116,1.0,Dollar-Weighted,action
2133,Arbitrum,rage_trade_delta_neutral_vaults,rage_trade_delta_neutral_vaults - DnGmxBatchingManager | 0x01df331d,4699525.908085597,0.0019257662244921312,4699525.908085597,0.0029719077617744193,8.0,Dollar-Weighted,action
592,Arbitrum,0x5bdf85216ec1e38d6458c870992a69e38e03f7ef,0x5bdf85216ec1e38d6458c870992a69e38e03f7ef - 0 | transfer,4609047.571173284,0.0018886901175226669,4609047.571173284,0.0029146906558362422,3.0,Dollar-Weighted,action
43,Arbitrum,0x0645c6f4333b32a39873a0c9c849d986d5ec7691,0x0645c6f4333b32a39873a0c9c849d986d5ec7691 - 0 | transfer,4592077.2460807,0.0018817360375747892,4592077.2460807,0.0029039588837705297,1.0,Dollar-Weighted,action
2104,Arbitrum,mycelium,mycelium - PositionRouter | 0xc9874170,4561124.362625375,0.0018690522012315637,4561124.362625375,0.0028843847572757888,2.0,Dollar-Weighted,action
957,Arbitrum,0x9b89e83df3f562c5c461e641eba161048ba7746f,0x9b89e83df3f562c5c461e641eba161048ba7746f - 0 | transfer,4473892.373890562,0.0018333063790175069,4473892.373890562,0.002829220591896899,1.0,Dollar-Weighted,action
367,Arbitrum,0x37f9ae2e0ea6742b9cad5abcfb6bbc3475b3862b,0x37f9ae2e0ea6742b9cad5abcfb6bbc3475b3862b - 0 | 0x9f330727,4406521.912668771,0.0018056993902942056,4406521.912668771,0.0027866165504392528,16.0,Dollar-Weighted,action
365,Arbitrum,0x37f9ae2e0ea6742b9cad5abcfb6bbc3475b3862b,0x37f9ae2e0ea6742b9cad5abcfb6bbc3475b3862b - 0 | 0x174dc952,4287450.240966433,0.0017569063400710632,4287450.240966433,0.0027113174602202165,10.0,Dollar-Weighted,action
1988,Arbitrum,dopex,dopex - StEthWeeklyCallsSsovV3 | deposit,4238299.534763805,0.0017367654212281421,4238299.534763805,0.00268023531105939,6.0,Dollar-Weighted,action
645,Arbitrum,0x64ae590a98752c2e73620cdbed4f52d7f83f54a0,0x64ae590a98752c2e73620cdbed4f52d7f83f54a0 - 0 | transfer,4221829.438772693,0.0017300163245758064,4221829.438772693,0.00266981987616862,2.0,Dollar-Weighted,action
2436,Arbitrum,uniswap_v3,uniswap_v3 - Pair | 0x0915e738,4159971.331066717,0.0017046681816224479,0.0,0.0,1.0,Dollar-Weighted,action
2057,Arbitrum,kyber,kyber - Elastic_Pool | mint,4031084.7826193036,0.0016518532026977958,4031084.7826193036,0.0025491958951062038,10.0,Dollar-Weighted,action
1769,Arbitrum,0xed0e85b59cec5687080e2ddc9f9681e0e0d849e7,0xed0e85b59cec5687080e2ddc9f9681e0e0d849e7 - 0 | transfer,3828310.988384694,0.0015687607947003684,3828310.988384694,0.0024209648724974205,1.0,Dollar-Weighted,action
1338,Arbitrum,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdef171fe48cf0115b1d80b88dc8eab59176fee57 - 0 | simpleSwap,3785144.1703665196,0.0015510719465518406,1493924.5170885455,0.0009447348423384165,13.0,Dollar-Weighted,action
2558,Arbitrum,uniswap_v3,uniswap_v3 - Pair | 0xff3546d7,3782054.12,0.0015498057093304256,374824.3761478751,0.0002370331592085853,1.0,Dollar-Weighted,action
1056,Arbitrum,0xaef9e3e050d0ef060cdfd5246209b0b6bb66060f,0xaef9e3e050d0ef060cdfd5246209b0b6bb66060f - 0 | anySwapOutUnderlying,3761999.3938674503,0.0015415877071355538,3761999.3938674503,0.0023790304420259617,9.0,Dollar-Weighted,action
2173,Arbitrum,swapfish,swapfish - UniswapV2Pair_WBTC_WETH | addLiquidityETH,3717431.851063665,0.0015233248716243226,3717431.851063665,0.0023508466147692804,4.0,Dollar-Weighted,action
317,Arbitrum,0x2e46037a6b9720cd4fcb4498e65324908abb8d30,0x2e46037a6b9720cd4fcb4498e65324908abb8d30 - 0 | transfer,3696097.010895595,0.0015145823057987106,3696097.010895595,0.0023373547906296124,1.0,Dollar-Weighted,action
2565,Arbitrum,uniswap_v3,uniswap_v3 - Pair | increaseLiquidity,3684988.5932233185,0.0015100303114105073,3684988.5932233185,0.002330329998481011,11.0,Dollar-Weighted,action
1320,Arbitrum,0xdb6f1920a889355780af7570773609bd8cb1f498,0xdb6f1920a889355780af7570773609bd8cb1f498 - 0 | transformERC20,3681213.190850972,0.0015084832314465426,529466.104701642,0.00033482620522466054,7.0,Dollar-Weighted,action
896,Arbitrum,0x921e374c304e681ff4b87b9e239cb6c03147c3e1,0x921e374c304e681ff4b87b9e239cb6c03147c3e1 - 0 | transfer,3614115.404355081,0.0014809879790531775,3614115.404355081,0.002285510886038875,1.0,Dollar-Weighted,action
869,Arbitrum,0x8dc3312c68125a94916d62b97bb5d925f84d4ae0,0x8dc3312c68125a94916d62b97bb5d925f84d4ae0 - 0 | mint,3595668.999302806,0.0014734290327875863,3595668.999302806,0.002273845663753927,7.0,Dollar-Weighted,action
1176,Arbitrum,0xc160e4fe967f8ada7b58d9c578267ebbec1e7a63,0xc160e4fe967f8ada7b58d9c578267ebbec1e7a63 - 0 | swap,3589185.4724380895,0.0014707722207397635,2932116.8311086553,0.0018542254983228645,6.0,Dollar-Weighted,action
1980,Arbitrum,dopex,dopex - EthMonthlyCallsSsovV3 | deposit,3521388.694197528,0.0014429905363276348,3521388.694197528,0.002226871943509181,5.0,Dollar-Weighted,action
211,Arbitrum,0x1d5702c6d7eb30e42a8c94b8db7ea2e8444a37fd,0x1d5702c6d7eb30e42a8c94b8db7ea2e8444a37fd - 0 | 0xe21fd0e9,3453937.6399296923,0.001415350522280282,3453937.6399296923,0.0021842169362512025,11.0,Dollar-Weighted,action
472,Arbitrum,0x4c19247470eaed619ded320cbd1e35cca7dc910f,0x4c19247470eaed619ded320cbd1e35cca7dc910f - 0 | transfer,3431744.454066999,0.0014062562245608634,3431744.454066999,0.0021701823075218744,3.0,Dollar-Weighted,action
1933,Arbitrum,curvefi,curvefi - Vyper_contract | add_liquidity,3342363.688490916,0.0013696298790885418,3342363.688490916,0.002113659288782499,9.0,Dollar-Weighted,action
2162,Arbitrum,swapfish,swapfish - UniswapV2Pair_MIM_USDC | addLiquidity,3338833.338637216,0.0013681832164587648,3338833.338637216,0.0021114267499398177,8.0,Dollar-Weighted,action
2147,Arbitrum,sushi,sushi - Pair | swapExactTokensForETH,3324299.9738370785,0.0013622277512463751,3324299.9738370785,0.0021022360740080358,20.0,Dollar-Weighted,action
547,Arbitrum,0x53001d6faa0b6be4f1f27e0272eab3a35090e6d0,0x53001d6faa0b6be4f1f27e0272eab3a35090e6d0 - 0 | addLiquidity,3301166.8518008008,0.001352748287582206,3301166.8518008008,0.00208760704412751,6.0,Dollar-Weighted,action
881,Arbitrum,0x8f275de7c91f7ef256e90aa3c209a1b5c0f48135,0x8f275de7c91f7ef256e90aa3c209a1b5c0f48135 - 0 | transfer,3290583.038523223,0.0013484112649686647,3290583.038523223,0.002080914003713649,1.0,Dollar-Weighted,action
2019,Arbitrum,gmx,gmx - Vault | 0x2d4ba6a7,3264278.970364198,0.001337632414714805,3264278.970364198,0.00206427971637127,8.0,Dollar-Weighted,action
1108,Arbitrum,0xb6cfcf89a7b22988bfc96632ac2a9d6dab60d641,0xb6cfcf89a7b22988bfc96632ac2a9d6dab60d641 - 0 | swap,3199471.2834854326,0.001311075596661337,3199471.2834854326,0.0020232963339142707,7.0,Dollar-Weighted,action
1285,Arbitrum,0xd7266b7ae59ab827d9529f37c14978c080871499,0xd7266b7ae59ab827d9529f37c14978c080871499 - 0 | transfer,3021239.957508,0.0012380401725724409,3021239.957508,0.0019105855900172436,1.0,Dollar-Weighted,action
326,Arbitrum,0x2fb6a2f5460a9132eb42c9783f6d8d6d3e09c533,0x2fb6a2f5460a9132eb42c9783f6d8d6d3e09c533 - 0 | transfer,3013022.0067771995,0.001234672630343407,3013022.0067771995,0.0019053886846186105,1.0,Dollar-Weighted,action
2175,Arbitrum,swapfish,swapfish - UniswapV2Pair_WETH_USDC | addLiquidityETH,2972506.7563800816,0.0012180703384702266,2972506.7563800816,0.0018797674646316613,4.0,Dollar-Weighted,action
543,Arbitrum,0x5293c6ca56b8941040b8d18f557dfa82cf520216,0x5293c6ca56b8941040b8d18f557dfa82cf520216 - 0 | deposit,2810717.980324503,0.001151772723237656,2810717.980324503,0.0017774547359157076,6.0,Dollar-Weighted,action
589,Arbitrum,0x5a9bef8cea603aac78a523fb245c1a9264d50706,0x5a9bef8cea603aac78a523fb245c1a9264d50706 - 0 | 0xa3a6d9e8,2789318.7077435413,0.0011430037543733258,2789318.7077435413,0.001763922165711069,9.0,Dollar-Weighted,action
1003,Arbitrum,0xa5abf0fb3a51af318c48abb6478d350060009b84,0xa5abf0fb3a51af318c48abb6478d350060009b84 - 0 | swap,2784920.376622751,0.0011412014113961377,2623283.2740366487,0.0016589239161399533,4.0,Dollar-Weighted,action
1856,Arbitrum,0xf97c707024ef0dd3e77a0824555a46b622bfb500,0xf97c707024ef0dd3e77a0824555a46b622bfb500 - 0 | add_liquidity,2739039.201778222,0.0011224002772852282,2739039.201778222,0.0017321261809757947,7.0,Dollar-Weighted,action
345,Arbitrum,0x34156435f9e654364c32449db848dfbb603972aa,0x34156435f9e654364c32449db848dfbb603972aa - 0 | transfer,2722592.560256465,0.0011156607917778844,2722592.560256465,0.0017217255783299966,2.0,Dollar-Weighted,action
2064,Arbitrum,lifi,lifi - LiFiDiamond_v2 | startBridgeTokensViaMultichain,2702379.2395718507,0.0011073778008931475,2702379.2395718507,0.0017089429858283818,4.0,Dollar-Weighted,action
1311,Arbitrum,0xd94723bc1de64f020eed9d312135dc89e7b1314b,0xd94723bc1de64f020eed9d312135dc89e7b1314b - 0 | transfer,2673149.29041784,0.0010953999865507328,2673149.29041784,0.0016904584164343461,1.0,Dollar-Weighted,action
525,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | 0xa2538bf9,2659147.270092208,0.0010896622550550172,35142.187413081185,2.2223377757951714e-05,6.0,Dollar-Weighted,action
1107,Arbitrum,0xb6cfcf89a7b22988bfc96632ac2a9d6dab60d641,0xb6cfcf89a7b22988bfc96632ac2a9d6dab60d641 - 0 | addLiquidity,2648564.4723301926,0.001085325648578254,2648564.4723301926,0.001674911356342437,7.0,Dollar-Weighted,action
77,Arbitrum,0x0c0858290b6b268a93fb557af06390a3460c5db6,0x0c0858290b6b268a93fb557af06390a3460c5db6 - 0 | outboundTransferTo,2634580.445887925,0.0010795952905949967,2634580.445887925,0.00166606807352254,9.0,Dollar-Weighted,action
1223,Arbitrum,0xc8f723a7b0d3856a0909f061c95eac435de1b5c5,0xc8f723a7b0d3856a0909f061c95eac435de1b5c5 - 0 | transfer,2600109.159914889,0.0010654696873873479,2600109.159914889,0.0016442689634962812,1.0,Dollar-Weighted,action
1335,Arbitrum,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdef171fe48cf0115b1d80b88dc8eab59176fee57 - 0 | megaSwap,2568394.4022343857,0.001052473651116118,1710005.0774571805,0.0010813808587851494,8.0,Dollar-Weighted,action
728,Arbitrum,0x7596acadf6c93f01b877f5a44b49407fffc53508,0x7596acadf6c93f01b877f5a44b49407fffc53508 - 0 | exec,2443027.6,0.0010011009896737826,2400855.5537462356,0.00151826405357221,1.0,Dollar-Weighted,action
62,Arbitrum,0x08ecb098d08c7cbb72986eeaef2f7af9b4e4b364,0x08ecb098d08c7cbb72986eeaef2f7af9b4e4b364 - 0 | transfer,2410594.6642882186,0.0009878106592497258,2410594.6642882186,0.0015244229169934544,1.0,Dollar-Weighted,action
1814,Arbitrum,0xf2c78580f5470b9cccfbfcc313c15b79e84d06aa,0xf2c78580f5470b9cccfbfcc313c15b79e84d06aa - 0 | transfer,2390190.803552812,0.000979449589086056,2390190.803552812,0.001511519829900054,1.0,Dollar-Weighted,action
1828,Arbitrum,0xf52f079af080c9fb5afca57dde0f8b83d49692a9,0xf52f079af080c9fb5afca57dde0f8b83d49692a9 - 0 | mint,2383704.9593103537,0.0009767918274258952,2383704.9593103537,0.0015074182819518542,5.0,Dollar-Weighted,action
