,chain,project,action,usd_value_out,usd_value_out_pct_share,usd_value_net,usd_value_net_pct_share,address,style,granularity
547,Optimism,Iron Bank,Iron Bank,12243599.396071142,0.008489155164767856,12243599.396071142,0.01232439595232595,11.0,Dollar-Weighted,project
242,Optimism,0x7b7b957c284c2c227c980d6e2f804311947b84d0,0x7b7b957c284c2c227c980d6e2f804311947b84d0,11936619.765326738,0.008276309445669221,11936619.765326738,0.012015390536826414,2.0,Dollar-Weighted,project
531,Optimism,Beethoven X,Beethoven X,9407943.42117481,0.006523040235156502,6124846.290230167,0.006165264673079204,24.0,Dollar-Weighted,project
139,Optimism,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000006,8637930.296164779,0.005989148142998086,8637930.296164779,0.008694932734624431,30.0,Dollar-Weighted,project
447,Optimism,0xda9a55e5395efcdb91686201c68a800ee01f8df2,0xda9a55e5395efcdb91686201c68a800ee01f8df2,7408037.039999999,0.0051363960763930044,7408037.039999999,0.007456923308006459,1.0,Dollar-Weighted,project
544,Optimism,Homora V2,Homora V2,7388192.50355776,0.005122636777057785,4072868.105703058,0.004099745309568977,7.0,Dollar-Weighted,project
574,Optimism,Synthetix,Synthetix,7270602.143277202,0.005041104967496706,7270602.143277202,0.0073185814666830405,22.0,Dollar-Weighted,project
527,Optimism,Across,Across,6488298.158485893,0.004498690951971118,2208009.3876846693,0.0022225802298800174,12.0,Dollar-Weighted,project
545,Optimism,Hop Protocol,Hop Protocol,4838247.030553771,0.003354620519602113,4838247.030553771,0.004870175035197915,22.0,Dollar-Weighted,project
446,Optimism,0xda4231ef1768176536eee3ec187315e60572bbd4,0xda4231ef1768176536eee3ec187315e60572bbd4,4075000.0,0.002825419729718508,3455600.0,0.003478403799010584,1.0,Dollar-Weighted,project
181,Optimism,0x5af4163d0d24a8cd472cfddf9b1281c929d5c6f8,0x5af4163d0d24a8cd472cfddf9b1281c929d5c6f8,3959528.683400392,0.0027453571687032674,3959528.683400392,0.003985657950755672,1.0,Dollar-Weighted,project
551,Optimism,Lifi,Lifi,3923084.847014541,0.002720088669475975,3864836.056374483,0.0038903404390109057,11.0,Dollar-Weighted,project
398,Optimism,0xc58c6878774ade4dedacbf6b00ebc295e8c8e036,0xc58c6878774ade4dedacbf6b00ebc295e8c8e036,3897163.4356056494,0.0027021159413246052,3897163.4356056494,0.003922881149373721,1.0,Dollar-Weighted,project
209,Optimism,0x6767526a362ec6c6b1df185478e4f01506b73ff3,0x6767526a362ec6c6b1df185478e4f01506b73ff3,3426378.99,0.0023756954110034294,3426378.99,0.003448989957074328,1.0,Dollar-Weighted,project
249,Optimism,0x7f321712c0b02238f50d5329568ada1e11eb6b58,0x7f321712c0b02238f50d5329568ada1e11eb6b58,2981513.2483999995,0.0020672457316433072,2981513.2483999995,0.003001188508518042,1.0,Dollar-Weighted,project
564,Optimism,Reaper Farm,Reaper Farm,2968921.084029425,0.0020585148973727603,2968921.084029425,0.0029885132473812287,11.0,Dollar-Weighted,project
425,Optimism,0xd07223555435c960389df7bdd68bc85a38199948,0xd07223555435c960389df7bdd68bc85a38199948,2684762.02878,0.0018614919277826012,2684762.02878,0.002702479002299952,1.0,Dollar-Weighted,project
164,Optimism,0x50aa627da35e568da17b5a888e0604ef40f6bc2f,0x50aa627da35e568da17b5a888e0604ef40f6bc2f,2367224.825,0.0016413260675421945,2367224.825,0.002382846343440261,4.0,Dollar-Weighted,project
122,Optimism,0x36fb9ae85af59b535886b4f5d41ac4b052833c67,0x36fb9ae85af59b535886b4f5d41ac4b052833c67,2301210.467,0.001595554713054366,2301210.467,0.0023163963510637,1.0,Dollar-Weighted,project
24,Optimism,0x089a2c44131b1eb30cc4fc226560163fcef2c288,0x089a2c44131b1eb30cc4fc226560163fcef2c288,2294856.6823360254,0.0015911492876438196,1878184.5996650835,0.0018905788999647526,1.0,Dollar-Weighted,project
243,Optimism,0x7c3e47dbdbdd792ddf5179a200a5509025e03def,0x7c3e47dbdbdd792ddf5179a200a5509025e03def,2198121.648955474,0.0015240776135656876,2198121.648955474,0.002212627241119959,2.0,Dollar-Weighted,project
573,Optimism,Synapse,Synapse,2126845.119398312,0.0014746577085652777,2126845.119398312,0.002140880351667499,12.0,Dollar-Weighted,project
301,Optimism,0x99d68472309a1c169265150745647ebb065ca6a7,0x99d68472309a1c169265150745647ebb065ca6a7,2061838.7468187967,0.0014295852453398558,2061838.7468187967,0.0020754449964931485,1.0,Dollar-Weighted,project
569,Optimism,Slingshot,Slingshot,2012192.6410335933,0.0013951628927535474,48770.42383099836,4.9092264015829676e-05,2.0,Dollar-Weighted,project
408,Optimism,0xc8f723a7b0d3856a0909f061c95eac435de1b5c5,0xc8f723a7b0d3856a0909f061c95eac435de1b5c5,1995645.30599976,0.0013836897229673253,1995645.30599976,0.00200881473951476,1.0,Dollar-Weighted,project
206,Optimism,0x66d50c234b8e97cbdc8e16850acd6462cf26db47,0x66d50c234b8e97cbdc8e16850acd6462cf26db47,1933273.3236999998,0.0013404438261890687,1933273.3236999998,0.0019460311591862189,2.0,Dollar-Weighted,project
84,Optimism,0x25ab3efd52e6470681ce037cd546dc60726948d3,0x25ab3efd52e6470681ce037cd546dc60726948d3,1885534.6723529191,0.0013073440157875486,1885534.6723529191,0.0018979774764088931,5.0,Dollar-Weighted,project
290,Optimism,0x95163b57dd46dc9f792f7357efd116ca4c07fe8f,0x95163b57dd46dc9f792f7357efd116ca4c07fe8f,1836879.5,0.0012736087313902989,1836879.5,0.0018490012244254724,2.0,Dollar-Weighted,project
113,Optimism,0x34156435f9e654364c32449db848dfbb603972aa,0x34156435f9e654364c32449db848dfbb603972aa,1818290.9669641557,0.0012607202877127533,1818290.9669641557,0.0018302900240753407,1.0,Dollar-Weighted,project
273,Optimism,0x8b92578258f844ee620e52e18ea5bd6b7d847cdb,0x8b92578258f844ee620e52e18ea5bd6b7d847cdb,1781934.5759708348,0.0012355124191449278,1781934.5759708348,0.0017936937141582552,1.0,Dollar-Weighted,project
11,Optimism,0x045da4625b1e680bb8b1c2c7696612b440a0017e,0x045da4625b1e680bb8b1c2c7696612b440a0017e,1764759.044324034,0.0012236036863882956,1764759.044324034,0.0017764048397138,2.0,Dollar-Weighted,project
558,Optimism,Paraswap,Paraswap,1754828.6030762102,0.0012167183699155566,64851.50796287364,6.527946859289988e-05,10.0,Dollar-Weighted,project
508,Optimism,0xf7626459234e9249808a06aa08dc6b67c8e0a2fc,0xf7626459234e9249808a06aa08dc6b67c8e0a2fc,1630757.035792174,0.0011306927860869889,981845.5945974049,0.0009883248773843673,2.0,Dollar-Weighted,project
382,Optimism,0xbe13e651ff246ac63fa36cad6cd8610b090a6a25,0xbe13e651ff246ac63fa36cad6cd8610b090a6a25,1576268.6543426567,0.0010929130197095914,11240.67339629249,1.1314851558369315e-05,10.0,Dollar-Weighted,project
0,Optimism,0x,0x,1471677.3390863251,0.0010203941569654326,62552.26534118041,6.29650530731219e-05,7.0,Dollar-Weighted,project
535,Optimism,Connext,Connext,1467260.8778071103,0.0010173319835092777,1467260.8778071103,0.0014769434574325318,4.0,Dollar-Weighted,project
530,Optimism,Beefy Finance,Beefy Finance,1441883.121987086,0.0009997362014258727,1441883.121987086,0.0014513982316382457,3.0,Dollar-Weighted,project
66,Optimism,0x1d5702c6d7eb30e42a8c94b8db7ea2e8444a37fd,0x1d5702c6d7eb30e42a8c94b8db7ea2e8444a37fd,1438994.2523248065,0.0009977331905447954,1438994.2523248065,0.0014484902980787713,5.0,Dollar-Weighted,project
399,Optimism,0xc5a9699f916dbd29e2107b9d06b35ad9842f7607,0xc5a9699f916dbd29e2107b9d06b35ad9842f7607,1419298.1036675596,0.0009840767765532238,1419298.1036675596,0.0014286641728573205,3.0,Dollar-Weighted,project
187,Optimism,0x5d64c467628662ceafb2866ad197ceff628998a6,0x5d64c467628662ceafb2866ad197ceff628998a6,1416495.8872859618,0.0009821338471172711,1416495.8872859618,0.0014258434644109149,1.0,Dollar-Weighted,project
552,Optimism,Lyra,Lyra,1382573.1632398826,0.0009586133725637525,1382573.1632398826,0.0013916968814167404,11.0,Dollar-Weighted,project
479,Optimism,0xe8fe92741c8b0b38e1bc66dfddfd4954f43aa290,0xe8fe92741c8b0b38e1bc66dfddfd4954f43aa290,1381160.325030401,0.0009576337747841282,1381160.325030401,0.0013902747197674617,1.0,Dollar-Weighted,project
435,Optimism,0xd4b12746605155d315ecb857a5a70aaccadecc84,0xd4b12746605155d315ecb857a5a70aaccadecc84,1272194.0226161676,0.0008820814948539076,1272194.0226161676,0.0012805893394335671,1.0,Dollar-Weighted,project
467,Optimism,0xe3b3aaa1f662fec4e5fbe6157b523228f56628e3,0xe3b3aaa1f662fec4e5fbe6157b523228f56628e3,1272148.5839999998,0.0008820499897833281,1272148.5839999998,0.0012805436009640974,1.0,Dollar-Weighted,project
538,Optimism,Dhedge,Dhedge,1266899.144207925,0.0008784102668978073,1266899.144207925,0.0012752595196712886,1.0,Dollar-Weighted,project
203,Optimism,0x64ae590a98752c2e73620cdbed4f52d7f83f54a0,0x64ae590a98752c2e73620cdbed4f52d7f83f54a0,1238926.5083589528,0.0008590153129788092,1238926.5083589528,0.0012471022900135142,1.0,Dollar-Weighted,project
287,Optimism,0x92bd687953da50855aee2df0cff282cc2d5f226b,0x92bd687953da50855aee2df0cff282cc2d5f226b,1215851.42,0.0008430160958219052,1215851.42,0.0012238749271791913,2.0,Dollar-Weighted,project
489,Optimism,0xeec7d82c0d6c0dce5840158c32c79c3bddae4e00,0xeec7d82c0d6c0dce5840158c32c79c3bddae4e00,1193783.7466602428,0.0008277153744370874,1193783.7466602428,0.0012016616273816637,3.0,Dollar-Weighted,project
121,Optimism,0x36d48ebd2dac635f30b3ca76f970346e27519766,0x36d48ebd2dac635f30b3ca76f970346e27519766,1151767.0859948,0.0007985829322233378,1151767.0859948,0.001159367695190318,1.0,Dollar-Weighted,project
202,Optimism,0x64ad46685b68d6880c7540152cd2b18dd5b665b0,0x64ad46685b68d6880c7540152cd2b18dd5b665b0,1026087.98557014,0.0007114427580017161,1026087.98557014,0.00103285922766706,1.0,Dollar-Weighted,project
43,Optimism,0x10b5c6c8fe439f006b5b4b31078b6f563273a617,0x10b5c6c8fe439f006b5b4b31078b6f563273a617,1010600.0,0.0007007040929701899,1010600.0,0.0010172690355596992,1.0,Dollar-Weighted,project
497,Optimism,0xf1d8722bc108fa8f2d9a4fb68af04a369739318e,0xf1d8722bc108fa8f2d9a4fb68af04a369739318e,1004841.84,0.0006967116466215088,1004841.84,0.0010114728769709414,1.0,Dollar-Weighted,project
199,Optimism,0x639e3cb2148a59ebd70cca3304cec9b32e5a783e,0x639e3cb2148a59ebd70cca3304cec9b32e5a783e,957856.46,0.0006641341203244974,957856.46,0.0009641774364425366,1.0,Dollar-Weighted,project
195,Optimism,0x61bc3da6670683c2094dd44bb98650d7d053cc7e,0x61bc3da6670683c2094dd44bb98650d7d053cc7e,926780.6091670434,0.0006425875382235832,926780.6091670434,0.000932896513420531,1.0,Dollar-Weighted,project
118,Optimism,0x354304234329a8d2425965c647e701a72d3438e5,0x354304234329a8d2425965c647e701a72d3438e5,925517.4736795243,0.0006417117375051185,925517.4736795243,0.00093162504239424,2.0,Dollar-Weighted,project
403,Optimism,0xc75643ffe3666373e1daf3aa121b56ce6a0c1e8c,0xc75643ffe3666373e1daf3aa121b56ce6a0c1e8c,907788.4695210874,0.000629419252072601,907788.4695210874,0.0009137790430258578,2.0,Dollar-Weighted,project
289,Optimism,0x93df19ff8926f750e7d340ad4698df9defb2c7d7,0x93df19ff8926f750e7d340ad4698df9defb2c7d7,902458.5629575148,0.0006257237371861533,902458.5629575148,0.0009084139639544658,1.0,Dollar-Weighted,project
309,Optimism,0x9cd4ff80d81e4dda8e9d637887a5db7e0c8e007b,0x9cd4ff80d81e4dda8e9d637887a5db7e0c8e007b,900435.3356247487,0.0006243209233398458,900435.3356247487,0.0009063773851720386,2.0,Dollar-Weighted,project
96,Optimism,0x2d2cc0eb095e43204e0c087e07dbf95909650939,0x2d2cc0eb095e43204e0c087e07dbf95909650939,896621.0561432199,0.0006216762753639509,896621.0561432199,0.000902537934935021,5.0,Dollar-Weighted,project
93,Optimism,0x2b1a5b23c18959dda83fc221edde114da2a8cfea,0x2b1a5b23c18959dda83fc221edde114da2a8cfea,869447.85912,0.0006028356159801634,869447.85912,0.0008751854196679672,1.0,Dollar-Weighted,project
560,Optimism,Pika Protocol,Pika Protocol,867543.8451936597,0.000601515459289822,867543.8451936597,0.0008732688409913982,12.0,Dollar-Weighted,project
407,Optimism,0xc8bc33df838dc21bba5aebff9f385f301d86ca5d,0xc8bc33df838dc21bba5aebff9f385f301d86ca5d,849953.4999999999,0.0005893191136793374,849953.4999999999,0.0008555624156101233,1.0,Dollar-Weighted,project
170,Optimism,0x51d2acff2001455979f67d4840089a9174070b04,0x51d2acff2001455979f67d4840089a9174070b04,841260.9299999999,0.0005832920808498995,841260.9299999999,0.0008468124825995998,1.0,Dollar-Weighted,project
245,Optimism,0x7d1a71139ad1847b197d372c45313a6b989c7641,0x7d1a71139ad1847b197d372c45313a6b989c7641,815019.898674391,0.000565097742779829,815019.898674391,0.0008203982844710681,1.0,Dollar-Weighted,project
505,Optimism,0xf54205db4604dad51983dddaa661b61c40087c6f,0xf54205db4604dad51983dddaa661b61c40087c6f,811905.8864853027,0.0005629386283067901,811905.8864853027,0.0008172637226500558,1.0,Dollar-Weighted,project
193,Optimism,0x6075eddb456e35e6cf83466257ba031181b55d2a,0x6075eddb456e35e6cf83466257ba031181b55d2a,792043.5839426307,0.0005491670107652677,792043.5839426307,0.0007972703470795245,1.0,Dollar-Weighted,project
358,Optimism,0xb255becbb5d5829f17434f5451bf80e83ee4aff4,0xb255becbb5d5829f17434f5451bf80e83ee4aff4,787645.76,0.0005461177595909518,787645.76,0.0007928435015217557,2.0,Dollar-Weighted,project
120,Optimism,0x36787a9019b210e0ca3f4ddd9bb15bfafb60eed0,0x36787a9019b210e0ca3f4ddd9bb15bfafb60eed0,771373.6915145876,0.0005348354471143838,771373.6915145876,0.0007764640522691168,3.0,Dollar-Weighted,project
75,Optimism,0x214f64397dd3a6c892d5b87caf6c6a22523675f1,0x214f64397dd3a6c892d5b87caf6c6a22523675f1,753348.3909599999,0.0005223375232319205,753348.3909599999,0.0007583198012194045,2.0,Dollar-Weighted,project
579,Optimism,Wepiggy,Wepiggy,742508.1336914027,0.0005148213816952533,742508.1336914027,0.0007474080081688951,8.0,Dollar-Weighted,project
268,Optimism,0x889cef5559eb8b6a1dbcc445fb479e5530c37d8f,0x889cef5559eb8b6a1dbcc445fb479e5530c37d8f,712336.6866455984,0.0004939018720615422,712336.6866455984,0.0007170374571717391,1.0,Dollar-Weighted,project
247,Optimism,0x7d85d72041fdf1df3408804da764c95e7b8a73aa,0x7d85d72041fdf1df3408804da764c95e7b8a73aa,695956.9094054787,0.0004825448792314493,695956.9094054787,0.0007005495883851378,1.0,Dollar-Weighted,project
204,Optimism,0x651c79b730118a2e9a4a5115551cd12f9fff69ec,0x651c79b730118a2e9a4a5115551cd12f9fff69ec,680617.3731537029,0.0004719091422080138,680617.3731537029,0.0006851088252258493,3.0,Dollar-Weighted,project
371,Optimism,0xb9250578794788c960e865e67399406534800f00,0xb9250578794788c960e865e67399406534800f00,675304.5228881923,0.000468225453383176,675304.5228881923,0.0006797609150084842,1.0,Dollar-Weighted,project
136,Optimism,0x41206f8efb51e5039e5b46e04e7866a4849f72d2,0x41206f8efb51e5039e5b46e04e7866a4849f72d2,648911.4411947692,0.00044992569050104843,0.0,0.0,2.0,Dollar-Weighted,project
281,Optimism,0x8f275de7c91f7ef256e90aa3c209a1b5c0f48135,0x8f275de7c91f7ef256e90aa3c209a1b5c0f48135,640839.4263276688,0.00044432892238716217,640839.4263276688,0.000645068380337402,1.0,Dollar-Weighted,project
493,Optimism,0xf088f62a4ce1d3be7b3095373751ee802421f3d6,0xf088f62a4ce1d3be7b3095373751ee802421f3d6,625098.1359934522,0.0004334146273487516,625098.1359934522,0.0006292232118862307,1.0,Dollar-Weighted,project
218,Optimism,0x6f8fd0b5f2dc49eda1f88b51f000950aafa329fc,0x6f8fd0b5f2dc49eda1f88b51f000950aafa329fc,625098.0352852521,0.00043341455752226443,625098.0352852521,0.0006292231105134487,1.0,Dollar-Weighted,project
156,Optimism,0x4bb9326ac2721cecc34737fcce2fea5fe78ec88f,0x4bb9326ac2721cecc34737fcce2fea5fe78ec88f,619400.0,0.0004294637989172132,0.0,0.0,1.0,Dollar-Weighted,project
299,Optimism,0x989536719a72cfd50348ccd5521256c7eb41a999,0x989536719a72cfd50348ccd5521256c7eb41a999,582518.517886648,0.0004038918560400782,582518.517886648,0.0005863626072493724,1.0,Dollar-Weighted,project
548,Optimism,Kwenta,Kwenta,550073.6392120749,0.0003813960522767747,550073.6392120749,0.0005537036220543058,8.0,Dollar-Weighted,project
215,Optimism,0x6f1cf6d8be7c2b44a794bbd78caa0a1e63e2ca32,0x6f1cf6d8be7c2b44a794bbd78caa0a1e63e2ca32,537921.3212056865,0.00037297018747749536,407404.14760189585,0.00041009264230556293,1.0,Dollar-Weighted,project
411,Optimism,0xcb1040fa8350cbb1575c85995d4881d08ef9a5f7,0xcb1040fa8350cbb1575c85995d4881d08ef9a5f7,535704.3670590864,0.0003714330522662843,535704.3670590864,0.0005392395258493133,1.0,Dollar-Weighted,project
346,Optimism,0xad6eaa735d9df3d7696fd03984379dae02ed8862,0xad6eaa735d9df3d7696fd03984379dae02ed8862,534846.847,0.00037083848684454874,534846.847,0.0005383763469422481,1.0,Dollar-Weighted,project
394,Optimism,0xc3c8e0a39769e2308869f7461364ca48155d1d9e,0xc3c8e0a39769e2308869f7461364ca48155d1d9e,534830.547,0.0003708271851656299,534830.547,0.0005383599393771585,1.0,Dollar-Weighted,project
303,Optimism,0x9a21cf1552630a00eed185f3aaf7af3751226e42,0x9a21cf1552630a00eed185f3aaf7af3751226e42,534803.0,0.00037080808532825697,534803.0,0.0005383322105921569,1.0,Dollar-Weighted,project
567,Optimism,Rubicon,Rubicon,532055.9578061795,0.0003689034111656092,532055.9578061795,0.0005355670404326976,8.0,Dollar-Weighted,project
221,Optimism,0x700db4494b8ed094f888b4f7ef5dbffddaf267bb,0x700db4494b8ed094f888b4f7ef5dbffddaf267bb,523297.5208809164,0.0003628307092048403,523297.5208809164,0.0005267508058354555,2.0,Dollar-Weighted,project
541,Optimism,Frax Finance,Frax Finance,521740.4866235935,0.0003617511324415304,521740.4866235935,0.0005251834965763221,2.0,Dollar-Weighted,project
208,Optimism,0x675e328b73e15cd41acd2828b83b417687c36bba,0x675e328b73e15cd41acd2828b83b417687c36bba,519211.93864788767,0.0003599979522358619,519211.93864788767,0.0005226382624969507,1.0,Dollar-Weighted,project
359,Optimism,0xb2699eb486ecdb8b98da4daf40c32645e2a323f1,0xb2699eb486ecdb8b98da4daf40c32645e2a323f1,513062.84,0.0003557344468028,513062.84,0.0005164485854228382,1.0,Dollar-Weighted,project
53,Optimism,0x151409521fc4af3dbace6d97fd4148a44bf07300,0x151409521fc4af3dbace6d97fd4148a44bf07300,509967.46389,0.00035358825373970964,509967.46389,0.000513332782661989,1.0,Dollar-Weighted,project
494,Optimism,0xf0b9c328cc542a1d45392cd910033df6893e6a65,0xf0b9c328cc542a1d45392cd910033df6893e6a65,508451.605,0.0003525372261040593,508451.605,0.0005118069204899377,1.0,Dollar-Weighted,project
509,Optimism,0xf78c068032ae223641b6d997f57f9ab881485be3,0xf78c068032ae223641b6d997f57f9ab881485be3,504455.0430314774,0.0003497661917391743,504455.0430314774,0.000507783984868254,1.0,Dollar-Weighted,project
316,Optimism,0xa0a343d3804c5bbc484b588cd0c6fe4b90769ac1,0xa0a343d3804c5bbc484b588cd0c6fe4b90769ac1,488597.3148449999,0.00033877116398786466,488597.3148449999,0.0004918216101815078,1.0,Dollar-Weighted,project
72,Optimism,0x1ffb2124ba89d45472184b653aba3a2620d6645d,0x1ffb2124ba89d45472184b653aba3a2620d6645d,470126.2809244905,0.00032596418885478314,470126.2809244905,0.0004732286843333907,1.0,Dollar-Weighted,project
312,Optimism,0x9dcc66b4e9d6ea8a4c31b7d34f73e4045eba615d,0x9dcc66b4e9d6ea8a4c31b7d34f73e4045eba615d,452484.816255982,0.00031373239932459026,452484.816255982,0.00045547080213549423,1.0,Dollar-Weighted,project
532,Optimism,Biconomy - Hyphen,Biconomy - Hyphen,442165.772387328,0.00030657764346242445,442165.772387328,0.0004450836620165907,3.0,Dollar-Weighted,project
144,Optimism,0x458b14915e651243acf89c05859a22d5cff976a6,0x458b14915e651243acf89c05859a22d5cff976a6,422917.1887223623,0.00029323155068791364,422917.1887223623,0.00042570805530696296,2.0,Dollar-Weighted,project
482,Optimism,0xeaaede30d1fedf6023645c71cc89551a347c7e5a,0xeaaede30d1fedf6023645c71cc89551a347c7e5a,421962.4642905103,0.000292569588173509,330472.9004389575,0.00033265371928374707,1.0,Dollar-Weighted,project
314,Optimism,0x9edcb464c0afdd01a5ffbd09309b437c7dadeab3,0x9edcb464c0afdd01a5ffbd09309b437c7dadeab3,416672.082670942,0.0002889014780862284,0.0,0.0,1.0,Dollar-Weighted,project
337,Optimism,0xac35500f5592db1a9789541c5eaafffd29a33dc5,0xac35500f5592db1a9789541c5eaafffd29a33dc5,412191.7400050354,0.000285795012180915,412191.7400050354,0.00041491182843914174,1.0,Dollar-Weighted,project
278,Optimism,0x8e3fcdfc0e4c2ef98c70d6269178114dd5d7edb3,0x8e3fcdfc0e4c2ef98c70d6269178114dd5d7edb3,404208.3872970933,0.00028025971837715517,404208.3872970933,0.00040687579290605127,1.0,Dollar-Weighted,project
568,Optimism,Saddle Finance,Saddle Finance,401737.6,0.0002785465867999416,401737.6,0.00040438870067293503,2.0,Dollar-Weighted,project
32,Optimism,0x0c3e7a0e73b451ab5988686e489bef70d812d16d,0x0c3e7a0e73b451ab5988686e489bef70d812d16d,394842.92236611,0.0002737661307958087,394842.92236611,0.0003974485244735265,1.0,Dollar-Weighted,project
92,Optimism,0x2a143796ab5e1b498ed2b0bcb260f3308f55f3c3,0x2a143796ab5e1b498ed2b0bcb260f3308f55f3c3,394296.828464,0.00027338749411229935,394296.828464,0.0003968988268511987,1.0,Dollar-Weighted,project
5,Optimism,0x016a7506e9632e903da7fd9a9924e2019e53304f,0x016a7506e9632e903da7fd9a9924e2019e53304f,393069.5827225069,0.00027253657771199807,393069.5827225069,0.00039566348241042745,1.0,Dollar-Weighted,project
34,Optimism,0x0cbd1989247f01781edc799c25d68c7a1929260a,0x0cbd1989247f01781edc799c25d68c7a1929260a,386567.861616174,0.0002680285798982655,386567.861616174,0.0003891188558922032,1.0,Dollar-Weighted,project
575,Optimism,Tarot Finance,Tarot Finance,383650.74921392073,0.00026600598678534944,383650.74921392073,0.0003861824932165062,4.0,Dollar-Weighted,project
280,Optimism,0x8ed8157e049a00da3ba2cfdf858c0e7c7c876088,0x8ed8157e049a00da3ba2cfdf858c0e7c7c876088,365920.23532145,0.000253712454571893,365920.23532145,0.0003683349741512266,1.0,Dollar-Weighted,project
550,Optimism,Layer Zero,Layer Zero,354609.7651580768,0.0002458702887922643,354609.7651580768,0.00035694986523096,3.0,Dollar-Weighted,project
80,Optimism,0x239385fc277be37ddf42cb9374eaabc291462692,0x239385fc277be37ddf42cb9374eaabc291462692,335663.62610263994,0.00023273389735932644,335663.62610263994,0.0003378786989886246,1.0,Dollar-Weighted,project
163,Optimism,0x5004453d866b6798c4578b2517a6ab6e57d3d0f8,0x5004453d866b6798c4578b2517a6ab6e57d3d0f8,321937.68,0.00022321695038326467,321937.68,0.0003240621741974342,1.0,Dollar-Weighted,project
177,Optimism,0x5919b3d42bd84e816533c2dd6a7dff7d02303e87,0x5919b3d42bd84e816533c2dd6a7dff7d02303e87,308978.4998505328,0.0002142316440580423,248607.09451416307,0.0002502476739261049,1.0,Dollar-Weighted,project
381,Optimism,0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,306069.4601592774,0.0002122146481959056,43275.98251660145,4.3561564414765046e-05,1.0,Dollar-Weighted,project
15,Optimism,0x058b7ec7b9e8832ec68a600ca2f11e92e4bb2720,0x058b7ec7b9e8832ec68a600ca2f11e92e4bb2720,303438.9728614513,0.00021039078789896032,303438.9728614513,0.0003054413925133527,1.0,Dollar-Weighted,project
387,Optimism,0xc026a9cc8298f07853ffe3dd9191e00e2d67511d,0xc026a9cc8298f07853ffe3dd9191e00e2d67511d,301889.08529981424,0.0002093161663295138,301889.08529981424,0.00030388127711155927,2.0,Dollar-Weighted,project
331,Optimism,0xa8524abc230725da48e61b677504fb5e8a409e38,0xa8524abc230725da48e61b677504fb5e8a409e38,290460.4844256435,0.0002013920940858426,290460.4844256435,0.00029237725792586325,2.0,Dollar-Weighted,project
326,Optimism,0xa589e840c86aa8609ad7fec66844d0646f1d0eb5,0xa589e840c86aa8609ad7fec66844d0646f1d0eb5,288984.19,0.0002003684986509747,288984.19,0.000290891221307442,1.0,Dollar-Weighted,project
282,Optimism,0x8fac5bd09892d5de6f7fcd31c41a694f7d99f129,0x8fac5bd09892d5de6f7fcd31c41a694f7d99f129,286318.3805086745,0.00019852014755098403,286318.3805086745,0.00028820781991200695,1.0,Dollar-Weighted,project
248,Optimism,0x7e47e297a10c0954a8012a7b937a8cf9355fbbaa,0x7e47e297a10c0954a8012a7b937a8cf9355fbbaa,279694.145,0.00019392720382079736,279694.145,0.00028153987050845506,1.0,Dollar-Weighted,project
135,Optimism,0x402d130c64bca6aeeddda244687bd6111b06b310,0x402d130c64bca6aeeddda244687bd6111b06b310,270562.7881096728,0.00018759593611109634,270562.7881096728,0.0002723482550155057,1.0,Dollar-Weighted,project
264,Optimism,0x8527e8fc90a90df470cd436445f2e9b230d8f9fd,0x8527e8fc90a90df470cd436445f2e9b230d8f9fd,265614.3192623849,0.0001841648927950167,216873.01429115044,0.00021830417780218034,1.0,Dollar-Weighted,project
45,Optimism,0x11d67fa925877813b744abc0917900c2b1d6eb81,0x11d67fa925877813b744abc0917900c2b1d6eb81,262793.477642676,0.00018220904946575616,0.0,0.0,1.0,Dollar-Weighted,project
110,Optimism,0x33dbe8bd34103969aa03954a471267a89dd3e339,0x33dbe8bd34103969aa03954a471267a89dd3e339,262712.9,0.0001821531805917952,262712.9,0.0002644465648249473,1.0,Dollar-Weighted,project
438,Optimism,0xd78c323477500744214f662c15c82895a0bbdae9,0xd78c323477500744214f662c15c82895a0bbdae9,257005.603536,0.00017819600070646065,257005.603536,0.00025870160542500013,1.0,Dollar-Weighted,project
124,Optimism,0x370dc5f82280d1be7b4dd022c26974460dff96d4,0x370dc5f82280d1be7b4dd022c26974460dff96d4,256603.45399448404,0.0001779171684981425,256603.45399448404,0.00025829680206437405,1.0,Dollar-Weighted,project
534,Optimism,Chainhop,Chainhop,251086.091794978,0.00017409168039642778,251086.091794978,0.0002527430303213253,2.0,Dollar-Weighted,project
504,Optimism,0xf4cc020cba8237d06f57196f7690c98538e2ad16,0xf4cc020cba8237d06f57196f7690c98538e2ad16,249695.987904,0.0001731278455596357,249695.987904,0.0002513437530162561,1.0,Dollar-Weighted,project
4,Optimism,0x01232351be76bbb2e4aa06f3f9c189ed872c23e7,0x01232351be76bbb2e4aa06f3f9c189ed872c23e7,245887.514877,0.00017048722351532,0.0,0.0,1.0,Dollar-Weighted,project
267,Optimism,0x887544f8ff6fd595be81d7b2a51bc029b1059454,0x887544f8ff6fd595be81d7b2a51bc029b1059454,238993.045,0.00016570691156036888,238993.045,0.00024057018047954264,1.0,Dollar-Weighted,project
